time,pose,landmarks
7.29999999999999,"Pose(pos=Position(x=np.float64(46.27093703722991), y=np.float64(12.405721371381564)), theta=2.154796326794897)","{1: Position(x=np.float64(3.7290629627700866), y=np.float64(37.59427862861844)), 2: Position(x=np.float64(-21.270937037229913), y=np.float64(17.594278628618436))}"
7.39999999999999,"Pose(pos=Position(x=np.float64(46.171091658095406), y=np.float64(12.555490284931256)), theta=2.162796326794897)","{1: Position(x=np.float64(3.8289083419045937), y=np.float64(37.44450971506875)), 2: Position(x=np.float64(-21.171091658095406), y=np.float64(17.444509715068744))}"
7.499999999999989,"Pose(pos=Position(x=np.float64(46.07005133546783), y=np.float64(12.704455651388312)), theta=2.170796326794897)","{1: Position(x=np.float64(3.9299486645321693), y=np.float64(37.295544348611685)), 2: Position(x=np.float64(-21.07005133546783), y=np.float64(17.29554434861169))}"
7.599999999999989,"Pose(pos=Position(x=np.float64(45.967822535893355), y=np.float64(12.852607937020123)), theta=2.178796326794897)","{1: Position(x=np.float64(4.0321774641066455), y=np.float64(37.147392062979876)), 2: Position(x=np.float64(-20.967822535893355), y=np.float64(17.147392062979876))}"
7.699999999999989,"Pose(pos=Position(x=np.float64(45.864411801980246), y=np.float64(12.999937660130978)), theta=2.186796326794897)","{1: Position(x=np.float64(4.135588198019754), y=np.float64(37.00006233986902)), 2: Position(x=np.float64(-20.864411801980246), y=np.float64(17.00006233986902))}"
7.799999999999988,"Pose(pos=Position(x=np.float64(45.75982575198019), y=np.float64(13.146435391668888)), theta=2.194796326794897)","{1: Position(x=np.float64(4.240174248019812), y=np.float64(36.85356460833111)), 2: Position(x=np.float64(-20.759825751980188), y=np.float64(16.853564608331112))}"
7.899999999999988,"Pose(pos=Position(x=np.float64(45.65407107936468), y=np.float64(13.292091755829038)), theta=2.202796326794897)","{1: Position(x=np.float64(4.345928920635323), y=np.float64(36.707908244170966)), 2: Position(x=np.float64(-20.654071079364677), y=np.float64(16.707908244170962))}"
7.999999999999988,"Pose(pos=Position(x=np.float64(45.54715455239666), y=np.float64(13.43689743065384)), theta=2.210796326794897)","{1: Position(x=np.float64(4.4528454476033374), y=np.float64(36.56310256934616)), 2: Position(x=np.float64(-20.547154552396663), y=np.float64(16.56310256934616))}"
8.099999999999987,"Pose(pos=Position(x=np.float64(45.43908301369738), y=np.float64(13.58084314862953)), theta=2.218796326794897)","{1: Position(x=np.float64(4.560916986302622), y=np.float64(36.419156851370474)), 2: Position(x=np.float64(-20.439083013697378), y=np.float64(16.41915685137047))}"
8.199999999999987,"Pose(pos=Position(x=np.float64(45.32986337980841), y=np.float64(13.723919697279293)), theta=2.226796326794897)","{1: Position(x=np.float64(4.670136620191592), y=np.float64(36.27608030272071)), 2: Position(x=np.float64(-20.32986337980841), y=np.float64(16.276080302720707))}"
8.299999999999986,"Pose(pos=Position(x=np.float64(45.21950264074904), y=np.float64(13.86611791975285)), theta=2.234796326794897)","{1: Position(x=np.float64(4.780497359250958), y=np.float64(36.13388208024715)), 2: Position(x=np.float64(-20.21950264074904), y=np.float64(16.133882080247147))}"
8.399999999999986,"Pose(pos=Position(x=np.float64(45.108007859568914), y=np.float64(14.007428715412503)), theta=2.242796326794897)","{1: Position(x=np.float64(4.8919921404310855), y=np.float64(35.9925712845875)), 2: Position(x=np.float64(-20.108007859568914), y=np.float64(15.992571284587497))}"
8.499999999999986,"Pose(pos=Position(x=np.float64(44.99538617189596), y=np.float64(14.147843040415562)), theta=2.250796326794897)","{1: Position(x=np.float64(5.004613828104041), y=np.float64(35.852156959584434)), 2: Position(x=np.float64(-19.99538617189596), y=np.float64(15.852156959584438))}"
8.599999999999985,"Pose(pos=Position(x=np.float64(44.88164478547975), y=np.float64(14.287351908293154)), theta=2.258796326794897)","{1: Position(x=np.float64(5.11835521452025), y=np.float64(35.712648091706846)), 2: Position(x=np.float64(-19.88164478547975), y=np.float64(15.712648091706846))}"
8.699999999999985,"Pose(pos=Position(x=np.float64(44.766790979730196), y=np.float64(14.425946390525354)), theta=2.266796326794897)","{1: Position(x=np.float64(5.233209020269804), y=np.float64(35.574053609474646)), 2: Position(x=np.float64(-19.766790979730196), y=np.float64(15.574053609474646))}"
8.799999999999985,"Pose(pos=Position(x=np.float64(44.65083210525165), y=np.float64(14.563617617112605)), theta=2.274796326794897)","{1: Position(x=np.float64(5.349167894748348), y=np.float64(35.436382382887395)), 2: Position(x=np.float64(-19.650832105251652), y=np.float64(15.436382382887395))}"
8.899999999999984,"Pose(pos=Position(x=np.float64(44.53377558337251), y=np.float64(14.7003567771434)), theta=2.282796326794897)","{1: Position(x=np.float64(5.46622441662749), y=np.float64(35.2996432228566)), 2: Position(x=np.float64(-19.53377558337251), y=np.float64(15.2996432228566))}"
8.999999999999984,"Pose(pos=Position(x=np.float64(44.41562890567022), y=np.float64(14.836155119358168)), theta=2.290796326794897)","{1: Position(x=np.float64(5.584371094329782), y=np.float64(35.16384488064183)), 2: Position(x=np.float64(-19.415628905670218), y=np.float64(15.163844880641832))}"
9.099999999999984,"Pose(pos=Position(x=np.float64(44.296399633491816), y=np.float64(14.97100395270936)), theta=2.298796326794897)","{1: Position(x=np.float64(5.703600366508184), y=np.float64(35.02899604729064)), 2: Position(x=np.float64(-19.296399633491816), y=np.float64(15.02899604729064))}"
9.199999999999983,"Pose(pos=Position(x=np.float64(44.176095397470036), y=np.float64(15.104894646917671)), theta=2.306796326794897)","{1: Position(x=np.float64(5.823904602529964), y=np.float64(34.89510535308233)), 2: Position(x=np.float64(-19.176095397470036), y=np.float64(14.895105353082329))}"
9.299999999999983,"Pose(pos=Position(x=np.float64(44.05472389703491), y=np.float64(15.237818633024373)), theta=2.314796326794897)","{1: Position(x=np.float64(5.945276102965089), y=np.float64(34.762181366975625)), 2: Position(x=np.float64(-19.05472389703491), y=np.float64(14.762181366975627))}"
9.399999999999983,"Pose(pos=Position(x=np.float64(43.932292899921045), y=np.float64(15.369767403939726)), theta=2.3227963267948972)","{1: Position(x=np.float64(6.067707100078955), y=np.float64(34.630232596060274)), 2: Position(x=np.float64(-18.932292899921045), y=np.float64(14.630232596060274))}"
9.499999999999982,"Pose(pos=Position(x=np.float64(43.80881024167046), y=np.float64(15.500732514987428)), theta=2.3307963267948972)","{1: Position(x=np.float64(6.191189758329543), y=np.float64(34.499267485012574)), 2: Position(x=np.float64(-18.808810241670457), y=np.float64(14.499267485012572))}"
9.599999999999982,"Pose(pos=Position(x=np.float64(43.68428382513113), y=np.float64(15.630705584445078)), theta=2.3387963267948972)","{1: Position(x=np.float64(6.315716174868868), y=np.float64(34.36929441555492)), 2: Position(x=np.float64(-18.684283825131132), y=np.float64(14.369294415554922))}"
9.699999999999982,"Pose(pos=Position(x=np.float64(43.55872161995122), y=np.float64(15.759678294080592)), theta=2.3467963267948972)","{1: Position(x=np.float64(6.441278380048779), y=np.float64(34.240321705919406)), 2: Position(x=np.float64(-18.55872161995122), y=np.float64(14.240321705919408))}"
9.799999999999981,"Pose(pos=Position(x=np.float64(43.432131662069), y=np.float64(15.887642389684578)), theta=2.3547963267948973)","{1: Position(x=np.float64(6.567868337931003), y=np.float64(34.11235761031542)), 2: Position(x=np.float64(-18.432131662068997), y=np.float64(14.112357610315422))}"
9.89999999999998,"Pose(pos=Position(x=np.float64(43.30452205319856), y=np.float64(16.014589681598594)), theta=2.3627963267948973)","{1: Position(x=np.float64(6.695477946801439), y=np.float64(33.98541031840141)), 2: Position(x=np.float64(-18.30452205319856), y=np.float64(13.985410318401406))}"
9.99999999999998,"Pose(pos=Position(x=np.float64(43.17590096031132), y=np.float64(16.140512045239287)), theta=2.3707963267948973)","{1: Position(x=np.float64(6.824099039688683), y=np.float64(33.85948795476071)), 2: Position(x=np.float64(-18.175900960311317), y=np.float64(13.859487954760713))}"
10.09999999999998,"Pose(pos=Position(x=np.float64(43.04627661511331), y=np.float64(16.26540142161837)), theta=2.3787963267948973)","{1: Position(x=np.float64(6.953723384886693), y=np.float64(33.73459857838163)), 2: Position(x=np.float64(-18.046276615113307), y=np.float64(13.734598578381629))}"
10.19999999999998,"Pose(pos=Position(x=np.float64(42.91565731351838), y=np.float64(16.38924981785838)), theta=2.3867963267948973)","{1: Position(x=np.float64(7.0843426864816195), y=np.float64(33.610750182141615)), 2: Position(x=np.float64(-17.91565731351838), y=np.float64(13.610750182141619))}"
10.29999999999998,"Pose(pos=Position(x=np.float64(42.784051415117254), y=np.float64(16.512049307704235)), theta=2.3947963267948973)","{1: Position(x=np.float64(7.215948584882746), y=np.float64(33.48795069229577)), 2: Position(x=np.float64(-17.784051415117254), y=np.float64(13.487950692295765))}"
10.399999999999979,"Pose(pos=Position(x=np.float64(42.65146734264251), y=np.float64(16.633792032030495)), theta=2.4027963267948973)","{1: Position(x=np.float64(7.348532657357488), y=np.float64(33.3662079679695)), 2: Position(x=np.float64(-17.651467342642512), y=np.float64(13.366207967969505))}"
10.499999999999979,"Pose(pos=Position(x=np.float64(42.517913581429525), y=np.float64(16.75447019934436)), theta=2.4107963267948973)","{1: Position(x=np.float64(7.482086418570475), y=np.float64(33.24552980065564)), 2: Position(x=np.float64(-17.517913581429525), y=np.float64(13.245529800655639))}"
10.599999999999978,"Pose(pos=Position(x=np.float64(42.383398678873434), y=np.float64(16.874076086284315)), theta=2.4187963267948973)","{1: Position(x=np.float64(7.616601321126566), y=np.float64(33.12592391371568)), 2: Position(x=np.float64(-17.383398678873434), y=np.float64(13.125923913715685))}"
10.699999999999978,"Pose(pos=Position(x=np.float64(42.247931243882086), y=np.float64(16.99260203811442)), theta=2.4267963267948973)","{1: Position(x=np.float64(7.7520687561179145), y=np.float64(33.00739796188558)), 2: Position(x=np.float64(-17.247931243882086), y=np.float64(13.00739796188558))}"
10.799999999999978,"Pose(pos=Position(x=np.float64(42.111519946325075), y=np.float64(17.110040469214216)), theta=2.4347963267948973)","{1: Position(x=np.float64(7.888480053674925), y=np.float64(32.88995953078579)), 2: Position(x=np.float64(-17.111519946325075), y=np.float64(12.889959530785784))}"
10.899999999999977,"Pose(pos=Position(x=np.float64(41.974173516478885), y=np.float64(17.226383863564195)), theta=2.4427963267948973)","{1: Position(x=np.float64(8.025826483521115), y=np.float64(32.773616136435805)), 2: Position(x=np.float64(-16.974173516478885), y=np.float64(12.773616136435805))}"
10.999999999999977,"Pose(pos=Position(x=np.float64(41.83590074446815), y=np.float64(17.341624775226833)), theta=2.4507963267948973)","{1: Position(x=np.float64(8.164099255531852), y=np.float64(32.65837522477317)), 2: Position(x=np.float64(-16.835900744468148), y=np.float64(12.658375224773167))}"
11.099999999999977,"Pose(pos=Position(x=np.float64(41.69671047970308), y=np.float64(17.45575582882312)), theta=2.4587963267948973)","{1: Position(x=np.float64(8.303289520296921), y=np.float64(32.544244171176885)), 2: Position(x=np.float64(-16.69671047970308), y=np.float64(12.544244171176882))}"
11.199999999999976,"Pose(pos=Position(x=np.float64(41.55661163031311), y=np.float64(17.56876972000458)), theta=2.4667963267948974)","{1: Position(x=np.float64(8.443388369686893), y=np.float64(32.43123027999542)), 2: Position(x=np.float64(-16.556611630313107), y=np.float64(12.431230279995422))}"
11.299999999999976,"Pose(pos=Position(x=np.float64(41.415613162576776), y=np.float64(17.680659215920752)), theta=2.4747963267948974)","{1: Position(x=np.float64(8.584386837423224), y=np.float64(32.319340784079245)), 2: Position(x=np.float64(-16.415613162576776), y=np.float64(12.319340784079248))}"
11.399999999999975,"Pose(pos=Position(x=np.float64(41.27372410034789), y=np.float64(17.791417155682094)), theta=2.4827963267948974)","{1: Position(x=np.float64(8.726275899652109), y=np.float64(32.2085828443179)), 2: Position(x=np.float64(-16.27372410034789), y=np.float64(12.208582844317906))}"
11.499999999999975,"Pose(pos=Position(x=np.float64(41.13095352447801), y=np.float64(17.90103645081826)), theta=2.4907963267948974)","{1: Position(x=np.float64(8.86904647552199), y=np.float64(32.09896354918174)), 2: Position(x=np.float64(-16.13095352447801), y=np.float64(12.09896354918174))}"
11.599999999999975,"Pose(pos=Position(x=np.float64(40.987310572235245), y=np.float64(18.009510085731783)), theta=2.4987963267948974)","{1: Position(x=np.float64(9.012689427764755), y=np.float64(31.990489914268217)), 2: Position(x=np.float64(-15.987310572235245), y=np.float64(11.990489914268217))}"
11.699999999999974,"Pose(pos=Position(x=np.float64(40.84280443671952), y=np.float64(18.11683111814705)), theta=2.5067963267948974)","{1: Position(x=np.float64(9.157195563280482), y=np.float64(31.88316888185295)), 2: Position(x=np.float64(-15.842804436719518), y=np.float64(11.88316888185295))}"
11.799999999999974,"Pose(pos=Position(x=np.float64(40.697444366274176), y=np.float64(18.222992679554622)), theta=2.5147963267948974)","{1: Position(x=np.float64(9.302555633725824), y=np.float64(31.777007320445378)), 2: Position(x=np.float64(-15.697444366274176), y=np.float64(11.777007320445378))}"
11.899999999999974,"Pose(pos=Position(x=np.float64(40.55123966389411), y=np.float64(18.327987975650803)), theta=2.5227963267948974)","{1: Position(x=np.float64(9.448760336105892), y=np.float64(31.672012024349197)), 2: Position(x=np.float64(-15.551239663894108), y=np.float64(11.672012024349197))}"
11.999999999999973,"Pose(pos=Position(x=np.float64(40.40419968663037), y=np.float64(18.431810286772485)), theta=2.5307963267948974)","{1: Position(x=np.float64(9.59580031336963), y=np.float64(31.568189713227515)), 2: Position(x=np.float64(-15.40419968663037), y=np.float64(11.568189713227515))}"
12.099999999999973,"Pose(pos=Position(x=np.float64(40.25633384499131), y=np.float64(18.53445296832719)), theta=2.5387963267948974)","{1: Position(x=np.float64(9.74366615500869), y=np.float64(31.46554703167281)), 2: Position(x=np.float64(-15.25633384499131), y=np.float64(11.46554703167281))}"
12.199999999999973,"Pose(pos=Position(x=np.float64(40.107651602340326), y=np.float64(18.635909451218335)), theta=2.5467963267948974)","{1: Position(x=np.float64(9.892348397659674), y=np.float64(31.364090548781665)), 2: Position(x=np.float64(-15.107651602340326), y=np.float64(11.364090548781665))}"
12.299999999999972,"Pose(pos=Position(x=np.float64(39.95816247429019), y=np.float64(18.736173242265647)), theta=2.5547963267948974)","{1: Position(x=np.float64(10.04183752570981), y=np.float64(31.263826757734353)), 2: Position(x=np.float64(-14.95816247429019), y=np.float64(11.263826757734353))}"
12.399999999999972,"Pose(pos=Position(x=np.float64(39.80787602809408), y=np.float64(18.83523792462072)), theta=2.5627963267948974)","{1: Position(x=np.float64(10.192123971905922), y=np.float64(31.16476207537928)), 2: Position(x=np.float64(-14.807876028094078), y=np.float64(11.16476207537928))}"
12.499999999999972,"Pose(pos=Position(x=np.float64(39.65680188203325), y=np.float64(18.9330971581777)), theta=2.5707963267948974)","{1: Position(x=np.float64(10.34319811796675), y=np.float64(31.0669028418223)), 2: Position(x=np.float64(-14.65680188203325), y=np.float64(11.066902841822301))}"
12.599999999999971,"Pose(pos=Position(x=np.float64(39.50494970480148), y=np.float64(19.029744679979036)), theta=2.5787963267948975)","{1: Position(x=np.float64(10.495050295198517), y=np.float64(30.970255320020964)), 2: Position(x=np.float64(-14.504949704801483), y=np.float64(10.970255320020964))}"
12.69999999999997,"Pose(pos=Position(x=np.float64(39.35232921488629), y=np.float64(19.125174304616326)), theta=2.5867963267948975)","{1: Position(x=np.float64(10.64767078511371), y=np.float64(30.874825695383674)), 2: Position(x=np.float64(-14.35232921488629), y=np.float64(10.874825695383674))}"
12.79999999999997,"Pose(pos=Position(x=np.float64(39.19895017994693), y=np.float64(19.219379924626168)), theta=2.5947963267948975)","{1: Position(x=np.float64(10.801049820053073), y=np.float64(30.780620075373832)), 2: Position(x=np.float64(-14.198950179946927), y=np.float64(10.780620075373832))}"
12.89999999999997,"Pose(pos=Position(x=np.float64(39.044822416189284), y=np.float64(19.312355510881034)), theta=2.6027963267948975)","{1: Position(x=np.float64(10.955177583810716), y=np.float64(30.687644489118966)), 2: Position(x=np.float64(-14.044822416189284), y=np.float64(10.687644489118966))}"
12.99999999999997,"Pose(pos=Position(x=np.float64(38.88995578773763), y=np.float64(19.404095112975142)), theta=2.6107963267948975)","{1: Position(x=np.float64(11.110044212262373), y=np.float64(30.595904887024858)), 2: Position(x=np.float64(-13.889955787737627), y=np.float64(10.595904887024858))}"
13.09999999999997,"Pose(pos=Position(x=np.float64(38.734360206003316), y=np.float64(19.49459285960527)), theta=2.6187963267948975)","{1: Position(x=np.float64(11.265639793996684), y=np.float64(30.50540714039473)), 2: Position(x=np.float64(-13.734360206003316), y=np.float64(10.50540714039473))}"
13.199999999999969,"Pose(pos=Position(x=np.float64(38.57804562905048), y=np.float64(19.583842958946523)), theta=2.6267963267948975)","{1: Position(x=np.float64(11.421954370949521), y=np.float64(30.416157041053477)), 2: Position(x=np.float64(-13.578045629050479), y=np.float64(10.416157041053477))}"
13.299999999999969,"Pose(pos=Position(x=np.float64(38.42102206095868), y=np.float64(19.671839699023007)), theta=2.6347963267948975)","{1: Position(x=np.float64(11.578977939041323), y=np.float64(30.328160300976993)), 2: Position(x=np.float64(-13.421022060958677), y=np.float64(10.328160300976993))}"
13.399999999999968,"Pose(pos=Position(x=np.float64(38.263299551182676), y=np.float64(19.758577448073392)), theta=2.6427963267948975)","{1: Position(x=np.float64(11.736700448817324), y=np.float64(30.241422551926608)), 2: Position(x=np.float64(-13.263299551182676), y=np.float64(10.241422551926608))}"
13.499999999999968,"Pose(pos=Position(x=np.float64(38.10488819390927), y=np.float64(19.84405065491135)), theta=2.6507963267948975)","{1: Position(x=np.float64(11.895111806090732), y=np.float64(30.15594934508865)), 2: Position(x=np.float64(-13.104888193909268), y=np.float64(10.15594934508865))}"
13.599999999999968,"Pose(pos=Position(x=np.float64(37.94579812741124), y=np.float64(19.928253849280814)), theta=2.6587963267948975)","{1: Position(x=np.float64(12.054201872588763), y=np.float64(30.071746150719186)), 2: Position(x=np.float64(-12.945798127411237), y=np.float64(10.071746150719186))}"
13.699999999999967,"Pose(pos=Position(x=np.float64(37.786039533398544), y=np.float64(20.011181642206086)), theta=2.6667963267948975)","{1: Position(x=np.float64(12.213960466601456), y=np.float64(29.988818357793914)), 2: Position(x=np.float64(-12.786039533398544), y=np.float64(9.988818357793914))}"
13.799999999999967,"Pose(pos=Position(x=np.float64(37.62562263636668), y=np.float64(20.092828726336727)), theta=2.6747963267948975)","{1: Position(x=np.float64(12.374377363633322), y=np.float64(29.907171273663273)), 2: Position(x=np.float64(-12.625622636366678), y=np.float64(9.907171273663273))}"
13.899999999999967,"Pose(pos=Position(x=np.float64(37.46455770294229), y=np.float64(20.173189876287218)), theta=2.6827963267948975)","{1: Position(x=np.float64(12.535442297057713), y=np.float64(29.826810123712782)), 2: Position(x=np.float64(-12.464557702942287), y=np.float64(9.826810123712782))}"
13.999999999999966,"Pose(pos=Position(x=np.float64(37.30285504122614), y=np.float64(20.252259948971396)), theta=2.6907963267948976)","{1: Position(x=np.float64(12.697144958773862), y=np.float64(29.747740051028604)), 2: Position(x=np.float64(-12.302855041226138), y=np.float64(9.747740051028604))}"
14.099999999999966,"Pose(pos=Position(x=np.float64(37.14052500013339), y=np.float64(20.330033883931595)), theta=2.6987963267948976)","{1: Position(x=np.float64(12.859474999866613), y=np.float64(29.669966116068405)), 2: Position(x=np.float64(-12.140525000133387), y=np.float64(9.669966116068405))}"
14.199999999999966,"Pose(pos=Position(x=np.float64(36.97757796873125), y=np.float64(20.406506703662526)), theta=2.7067963267948976)","{1: Position(x=np.float64(13.022422031268754), y=np.float64(29.593493296337474)), 2: Position(x=np.float64(-11.977577968731246), y=np.float64(9.593493296337474))}"
14.299999999999965,"Pose(pos=Position(x=np.float64(36.814024375574114), y=np.float64(20.48167351392983)), theta=2.7147963267948976)","{1: Position(x=np.float64(13.185975624425886), y=np.float64(29.51832648607017)), 2: Position(x=np.float64(-11.814024375574114), y=np.float64(9.518326486070169))}"
14.399999999999965,"Pose(pos=Position(x=np.float64(36.64987468803613), y=np.float64(20.555529504083307)), theta=2.7227963267948976)","{1: Position(x=np.float64(13.350125311963872), y=np.float64(29.444470495916693)), 2: Position(x=np.float64(-11.649874688036128), y=np.float64(9.444470495916693))}"
14.499999999999964,"Pose(pos=Position(x=np.float64(36.485139411641256), y=np.float64(20.628069947364793)), theta=2.7307963267948976)","{1: Position(x=np.float64(13.514860588358744), y=np.float64(29.371930052635207)), 2: Position(x=np.float64(-11.485139411641256), y=np.float64(9.371930052635207))}"
14.599999999999964,"Pose(pos=Position(x=np.float64(36.319829089390964), y=np.float64(20.69929020121068)), theta=2.7387963267948976)","{1: Position(x=np.float64(13.680170910609036), y=np.float64(29.30070979878932)), 2: Position(x=np.float64(-11.319829089390964), y=np.float64(9.30070979878932))}"
14.699999999999964,"Pose(pos=Position(x=np.float64(36.15395430108944), y=np.float64(20.76918570754903)), theta=2.7467963267948976)","{1: Position(x=np.float64(13.846045698910558), y=np.float64(29.23081429245097)), 2: Position(x=np.float64(-11.153954301089442), y=np.float64(9.230814292450969))}"
14.799999999999963,"Pose(pos=Position(x=np.float64(35.98752566266653), y=np.float64(20.837751993091302)), theta=2.7547963267948976)","{1: Position(x=np.float64(14.012474337333472), y=np.float64(29.162248006908698)), 2: Position(x=np.float64(-10.987525662666528), y=np.float64(9.162248006908698))}"
14.899999999999963,"Pose(pos=Position(x=np.float64(35.82055382549827), y=np.float64(20.904984669618617)), theta=2.7627963267948976)","{1: Position(x=np.float64(14.179446174501727), y=np.float64(29.095015330381383)), 2: Position(x=np.float64(-10.820553825498273), y=np.float64(9.095015330381383))}"
14.999999999999963,"Pose(pos=Position(x=np.float64(35.65304947572526), y=np.float64(20.97087943426263)), theta=2.7707963267948976)","{1: Position(x=np.float64(14.346950524274739), y=np.float64(29.02912056573737)), 2: Position(x=np.float64(-10.653049475725261), y=np.float64(9.029120565737369))}"
15.099999999999962,"Pose(pos=Position(x=np.float64(35.485023333568705), y=np.float64(21.035432069780896)), theta=2.7787963267948976)","{1: Position(x=np.float64(14.514976666431295), y=np.float64(28.964567930219104)), 2: Position(x=np.float64(-10.485023333568705), y=np.float64(8.964567930219104))}"
15.199999999999962,"Pose(pos=Position(x=np.float64(35.31648615264435), y=np.float64(21.098638444826776)), theta=2.7867963267948976)","{1: Position(x=np.float64(14.683513847355648), y=np.float64(28.901361555173224)), 2: Position(x=np.float64(-10.316486152644352), y=np.float64(8.901361555173224))}"
15.299999999999962,"Pose(pos=Position(x=np.float64(35.14744871927425), y=np.float64(21.160494514213838)), theta=2.7947963267948976)","{1: Position(x=np.float64(14.852551280725748), y=np.float64(28.839505485786162)), 2: Position(x=np.float64(-10.147448719274252), y=np.float64(8.839505485786162))}"
15.399999999999961,"Pose(pos=Position(x=np.float64(34.97792185179644), y=np.float64(21.22099631917476)), theta=2.8027963267948977)","{1: Position(x=np.float64(15.022078148203562), y=np.float64(28.77900368082524)), 2: Position(x=np.float64(-9.977921851796438), y=np.float64(8.779003680825241))}"
15.499999999999961,"Pose(pos=Position(x=np.float64(34.80791639987257), y=np.float64(21.28013998761467)), theta=2.8107963267948977)","{1: Position(x=np.float64(15.192083600127432), y=np.float64(28.71986001238533)), 2: Position(x=np.float64(-9.807916399872568), y=np.float64(8.719860012385329))}"
15.59999999999996,"Pose(pos=Position(x=np.float64(34.63744324379354), y=np.float64(21.33792173435898)), theta=2.8187963267948977)","{1: Position(x=np.float64(15.362556756206459), y=np.float64(28.66207826564102)), 2: Position(x=np.float64(-9.637443243793541), y=np.float64(8.662078265641021))}"
15.69999999999996,"Pose(pos=Position(x=np.float64(34.46651329378315), y=np.float64(21.394337861395616)), theta=2.8267963267948977)","{1: Position(x=np.float64(15.533486706216848), y=np.float64(28.605662138604384)), 2: Position(x=np.float64(-9.466513293783152), y=np.float64(8.605662138604384))}"
15.79999999999996,"Pose(pos=Position(x=np.float64(34.295137489299854), y=np.float64(21.44938475811171)), theta=2.8347963267948977)","{1: Position(x=np.float64(15.704862510700146), y=np.float64(28.55061524188829)), 2: Position(x=np.float64(-9.295137489299854), y=np.float64(8.550615241888291))}"
15.89999999999996,"Pose(pos=Position(x=np.float64(34.12332679833665), y=np.float64(21.503058901524657)), theta=2.8427963267948977)","{1: Position(x=np.float64(15.876673201663351), y=np.float64(28.496941098475343)), 2: Position(x=np.float64(-9.123326798336649), y=np.float64(8.496941098475343))}"
15.99999999999996,"Pose(pos=Position(x=np.float64(33.951092216719104), y=np.float64(21.555356856507604)), theta=2.8507963267948977)","{1: Position(x=np.float64(16.048907783280896), y=np.float64(28.444643143492396)), 2: Position(x=np.float64(-8.951092216719104), y=np.float64(8.444643143492396))}"
16.09999999999996,"Pose(pos=Position(x=np.float64(33.77844476740166), y=np.float64(21.60627527600928)), theta=2.8587963267948977)","{1: Position(x=np.float64(16.22155523259834), y=np.float64(28.39372472399072)), 2: Position(x=np.float64(-8.778444767401659), y=np.float64(8.393724723990719))}"
16.19999999999996,"Pose(pos=Position(x=np.float64(33.60539549976214), y=np.float64(21.655810901268218)), theta=2.8667963267948977)","{1: Position(x=np.float64(16.39460450023786), y=np.float64(28.344189098731782)), 2: Position(x=np.float64(-8.605395499762139), y=np.float64(8.344189098731782))}"
16.29999999999996,"Pose(pos=Position(x=np.float64(33.4319554888946), y=np.float64(21.703960562021308)), theta=2.8747963267948977)","{1: Position(x=np.float64(16.5680445111054), y=np.float64(28.296039437978692)), 2: Position(x=np.float64(-8.431955488894602), y=np.float64(8.296039437978692))}"
16.399999999999963,"Pose(pos=Position(x=np.float64(33.25813583490055), y=np.float64(21.750721176706698)), theta=2.8827963267948977)","{1: Position(x=np.float64(16.74186416509945), y=np.float64(28.249278823293302)), 2: Position(x=np.float64(-8.25813583490055), y=np.float64(8.249278823293302))}"
16.499999999999964,"Pose(pos=Position(x=np.float64(33.0839476621785), y=np.float64(21.79608975266101)), theta=2.8907963267948977)","{1: Position(x=np.float64(16.916052337821498), y=np.float64(28.20391024733899)), 2: Position(x=np.float64(-8.083947662178502), y=np.float64(8.203910247338989))}"
16.599999999999966,"Pose(pos=Position(x=np.float64(32.90940211871206), y=np.float64(21.84006338631087)), theta=2.8987963267948977)","{1: Position(x=np.float64(17.09059788128794), y=np.float64(28.15993661368913)), 2: Position(x=np.float64(-7.909402118712059), y=np.float64(8.15993661368913))}"
16.699999999999967,"Pose(pos=Position(x=np.float64(32.73451037535642), y=np.float64(21.88263926335873)), theta=2.9067963267948977)","{1: Position(x=np.float64(17.26548962464358), y=np.float64(28.11736073664127)), 2: Position(x=np.float64(-7.734510375356422), y=np.float64(8.11736073664127))}"
16.79999999999997,"Pose(pos=Position(x=np.float64(32.55928362512347), y=np.float64(21.923814658962993)), theta=2.9147963267948978)","{1: Position(x=np.float64(17.44071637487653), y=np.float64(28.076185341037007)), 2: Position(x=np.float64(-7.55928362512347), y=np.float64(8.076185341037007))}"
16.89999999999997,"Pose(pos=Position(x=np.float64(32.38373308246541), y=np.float64(21.963586937912396)), theta=2.9227963267948978)","{1: Position(x=np.float64(17.61626691753459), y=np.float64(28.036413062087604)), 2: Position(x=np.float64(-7.383733082465412), y=np.float64(8.036413062087604))}"
16.99999999999997,"Pose(pos=Position(x=np.float64(32.20786998255705), y=np.float64(22.00195355479466)), theta=2.9307963267948978)","{1: Position(x=np.float64(17.79213001744295), y=np.float64(27.99804644520534)), 2: Position(x=np.float64(-7.20786998255705), y=np.float64(7.99804644520534))}"
17.099999999999973,"Pose(pos=Position(x=np.float64(32.031705580576755), y=np.float64(22.0389120541594)), theta=2.9387963267948978)","{1: Position(x=np.float64(17.968294419423245), y=np.float64(27.9610879458406)), 2: Position(x=np.float64(-7.031705580576755), y=np.float64(7.9610879458406))}"
17.199999999999974,"Pose(pos=Position(x=np.float64(31.85525115098612), y=np.float64(22.074460070675276)), theta=2.946796326794898)","{1: Position(x=np.float64(18.14474884901388), y=np.float64(27.925539929324724)), 2: Position(x=np.float64(-6.8552511509861205), y=np.float64(7.925539929324724))}"
